"id","code","name","definition"
hc_base.subs_code_125001,"125001","Ferrous sulfate Fe^59^","Ferrous sulfate Fe^59^ (substance)"
hc_base.subs_code_126000,"126000","Galactosyl-N-acetylglucosaminylgalactosylglucosylceramide alpha-galactosyltransferase","Galactosyl-N-acetylglucosaminylgalactosylglucosylceramide alpha-galactosyltransferase (substance)"
hc_base.subs_code_131003,"131003","Dolichyl-phosphate mannosyltransferase","Dolichyl-phosphate mannosyltransferase (substance)"
hc_base.subs_code_159002,"159002","Ferrocyanide salt","Ferrocyanide salt (substance)"
hc_base.subs_code_164003,"164003","Phosphoenolpyruvate-protein phosphotransferase","Phosphoenolpyruvate-protein phosphotransferase (substance)"
hc_base.subs_code_178002,"178002","Uridine diphosphate galactose","Uridine diphosphate galactose (substance)"
hc_base.subs_code_186002,"186002","HLA-Cw9 antigen","HLA-Cw9 antigen (substance)"
hc_base.subs_code_187006,"187006","Cyanocobalamin Co^57^","Cyanocobalamin Co^57^ (substance)"
hc_base.subs_code_200001,"200001","Berberine","Berberine (substance)"
hc_base.subs_code_217008,"217008","Blood group antigen IH","Blood group antigen IH (substance)"
hc_base.subs_code_238002,"238002","Heptachlor","Heptachlor (substance)"
hc_base.subs_code_261000,"261000","Codeine phosphate","Codeine phosphate (substance)"
hc_base.subs_code_296000,"296000","Coumachlor","Coumachlor (substance)"
hc_base.subs_code_322006,"322006","Octylphenoxy P.H. ethanol","Octylphenoxy P.H. ethanol (substance)"
hc_base.subs_code_327000,"327000","^76^Arsenic","^76^Arsenic (substance)"
hc_base.subs_code_329002,"329002","^127^Antimony","^127^Antimony (substance)"
hc_base.subs_code_377002,"377002","Sparteine","Sparteine (substance)"
hc_base.subs_code_392001,"392001","^151^Gadolinium","^151^Gadolinium (substance)"
hc_base.subs_code_395004,"395004","Immunoglobulin pentamer","Immunoglobulin pentamer (substance)"
hc_base.subs_code_412004,"412004","Ribose-5-phosphate isomerase","Ribose-5-phosphate isomerase (substance)"
hc_base.subs_code_432003,"432003","Carminic acid","Carminic acid (substance)"
hc_base.subs_code_472007,"472007","Vegetable textile fiber","Vegetable textile fiber (substance)"
hc_base.subs_code_476005,"476005","Lymphocyte antigen CD1b","Lymphocyte antigen CD1b (substance)"
hc_base.subs_code_501001,"501001","Blood group antibody Sf^a^","Blood group antibody Sf^a^ (substance)"
hc_base.subs_code_505005,"505005","Blood group antibody M'","Blood group antibody M' (substance)"
hc_base.subs_code_515004,"515004","Blood group antigen Giaigue","Blood group antigen Giaigue (substance)"
hc_base.subs_code_519005,"519005","Free protein S","Free protein S (substance)"
hc_base.subs_code_521000,"521000","^197^Mercury","^197^Mercury (substance)"
hc_base.subs_code_529003,"529003","Guanosine","Guanosine (substance)"
hc_base.subs_code_566009,"566009","Acrosin","Acrosin (substance)"
hc_base.subs_code_576007,"576007","Blood group antibody Duck","Blood group antibody Duck (substance)"
hc_base.subs_code_584006,"584006","Blood group antibody Wr^b^","Blood group antibody Wr^b^ (substance)"
hc_base.subs_code_585007,"585007","Substance P","Substance P (substance)"
hc_base.subs_code_593007,"593007","Blood group antibody Holmes","Blood group antibody Holmes (substance)"
hc_base.subs_code_597008,"597008","^247^Californium","^247^Californium (substance)"
hc_base.subs_code_604000,"604000","Plant sapogenin glycoside","Plant sapogenin glycoside (substance)"
hc_base.subs_code_620005,"620005","Trichlorophenol","Trichlorophenol (substance)"
hc_base.subs_code_648005,"648005","Oil of calamus","Oil of calamus (substance)"
hc_base.subs_code_662003,"662003","Aeromonas proteolytica aminopeptidase","Aeromonas proteolytica aminopeptidase (substance)"
hc_base.subs_code_668004,"668004","^185^Osmium","^185^Osmium (substance)"
hc_base.subs_code_683009,"683009","Mercuric acetate","Mercuric acetate (substance)"
hc_base.subs_code_693002,"693002","Trichothecenes","Trichothecenes (substance)"
hc_base.subs_code_698006,"698006","Erythromycin lactobionate","Erythromycin lactobionate (substance)"
hc_base.subs_code_699003,"699003","Coal tar extract","Coal tar extract (substance)"
hc_base.subs_code_704006,"704006","Blood group antigen Rx","Blood group antigen Rx (substance)"
hc_base.subs_code_732002,"732002","N-valeraldehyde","N-valeraldehyde (substance)"
hc_base.subs_code_735000,"735000","Blood group antigen Jobbins","Blood group antigen Jobbins (substance)"
hc_base.subs_code_747006,"747006","Oxamniquine","Oxamniquine (substance)"
hc_base.subs_code_804003,"804003","Creosotic acid","Creosotic acid (substance)"
hc_base.subs_code_859004,"859004","Peptide-N^4^-(N-acetyl-b-glucosaminyl) asparagine amidase","Peptide-N^4^-(N-acetyl-b-glucosaminyl) asparagine amidase (substance)"
hc_base.subs_code_860009,"860009","Immunoglobulin, aggregated","Immunoglobulin, aggregated (substance)"
hc_base.subs_code_873008,"873008","Urethan","Urethan (substance)"
hc_base.subs_code_876000,"876000","Blood group antigen D","Blood group antigen D (substance)"
hc_base.subs_code_877009,"877009","Carboxypeptidase A","Carboxypeptidase A (substance)"
hc_base.subs_code_889006,"889006","(Acetyl-CoA carboxylase) kinase","(Acetyl-CoA carboxylase) kinase (substance)"
hc_base.subs_code_896008,"896008","Ice","Ice (substance)"
hc_base.subs_code_905001,"905001","o-Dihydroxycoumarin O^7^-glucosyltransferase","o-Dihydroxycoumarin O^7^-glucosyltransferase (substance)"
hc_base.subs_code_923009,"923009","Complement component C2","Complement component C2 (substance)"
hc_base.subs_code_925002,"925002","Sodium iodipamide","Sodium iodipamide (substance)"
hc_base.subs_code_979006,"979006","Carbamate kinase","Carbamate kinase (substance)"
hc_base.subs_code_993004,"993004","Palladium compound","Palladium compound (substance)"
hc_base.subs_code_1002007,"1002007","Mannotetraose 2-alpha-N-acetylglucosaminyltransferase","Mannotetraose 2-alpha-N-acetylglucosaminyltransferase (substance)"
hc_base.subs_code_1018001,"1018001","Nornicotine","Nornicotine (substance)"
hc_base.subs_code_1025008,"1025008","^93^Molybdenum","^93^Molybdenum (substance)"
hc_base.subs_code_1047008,"1047008","Guanine deaminase","Guanine deaminase (substance)"
hc_base.subs_code_1057009,"1057009","Phosphate salt","Phosphate salt (substance)"
hc_base.subs_code_1065007,"1065007","E. coli periplasmic proteinase","E. coli periplasmic proteinase (substance)"
hc_base.subs_code_1080001,"1080001","^202^Thallium","^202^Thallium (substance)"
hc_base.subs_code_1091008,"1091008","Coagulation factor inhibitor","Coagulation factor inhibitor (substance)"
hc_base.subs_code_1097007,"1097007","Blood group antigen M^A^","Blood group antigen M^A^ (substance)"
hc_base.subs_code_1137008,"1137008","^240^Uranium","^240^Uranium (substance)"
hc_base.subs_code_1160000,"1160000","Blood group antibody Lutheran","Blood group antibody Lutheran (substance)"
hc_base.subs_code_1166006,"1166006","Titanium","Titanium (substance)"
hc_base.subs_code_1190007,"1190007","Mephenoxalone","Mephenoxalone (substance)"
hc_base.subs_code_1219001,"1219001","Diethyl xanthogen disulfide","Diethyl xanthogen disulfide (substance)"
hc_base.subs_code_1223009,"1223009","Blood group antigen Marks","Blood group antigen Marks (substance)"
hc_base.subs_code_1248007,"1248007","Leucostoma neutral proteinase","Leucostoma neutral proteinase (substance)"
hc_base.subs_code_1269009,"1269009","Amikacin sulfate","Amikacin sulfate (substance)"
hc_base.subs_code_1273007,"1273007","Blood group antibody Evelyn","Blood group antibody Evelyn (substance)"
hc_base.subs_code_1319003,"1319003","Blood group antibody K18","Blood group antibody K18 (substance)"
hc_base.subs_code_1325004,"1325004","Metocurine iodide","Metocurine iodide (substance)"
hc_base.subs_code_1331001,"1331001","Methamidophos","Methamidophos (substance)"
hc_base.subs_code_1334009,"1334009","Estradiol receptor","Estradiol receptor (substance)"
hc_base.subs_code_1336006,"1336006","21-Hydroxyprogesterone","21-Hydroxyprogesterone (substance)"
hc_base.subs_code_1346008,"1346008","Blue shade eosin","Blue shade eosin (substance)"
hc_base.subs_code_1355006,"1355006","Antihemophilic factor B Oxford 3 variant","Antihemophilic factor B Oxford 3 variant (substance)"
hc_base.subs_code_1368003,"1368003","^131^Iodine","^131^Iodine (substance)"
hc_base.subs_code_1371006,"1371006","Blood group antigen Big","Blood group antigen Big (substance)"
hc_base.subs_code_1373009,"1373009","^93^Zirconium","^93^Zirconium (substance)"
hc_base.subs_code_1381005,"1381005","^126^Iodine","^126^Iodine (substance)"
hc_base.subs_code_1394007,"1394007","Iron pentacarbonyl","Iron pentacarbonyl (substance)"
hc_base.subs_code_1396009,"1396009","Actinium","Actinium (substance)"
hc_base.subs_code_1405004,"1405004","Blood group antibody M^e^","Blood group antibody M^e^ (substance)"
hc_base.subs_code_1408002,"1408002","Blood group antibody 1123K","Blood group antibody 1123K (substance)"
hc_base.subs_code_1416006,"1416006","Radium compound","Radium compound (substance)"
hc_base.subs_code_1450002,"1450002","Methylparafynol","Methylparafynol (substance)"
hc_base.subs_code_1472000,"1472000","Adenosine-phosphate deaminase","Adenosine-phosphate deaminase (substance)"
hc_base.subs_code_1476002,"1476002","Codeine sulfate","Codeine sulfate (substance)"
hc_base.subs_code_1496005,"1496005","Proto-oncogene","Proto-oncogene (substance)"
hc_base.subs_code_1506001,"1506001","Blood group antigen Ch^a^","Blood group antigen Ch^a^ (substance)"
hc_base.subs_code_1517000,"1517000","HLA-B21 antigen","HLA-B21 antigen (substance)"
hc_base.subs_code_1535009,"1535009","Nitrogen fluoride","Nitrogen fluoride (substance)"
hc_base.subs_code_1536005,"1536005","Pargyline hydrochloride","Pargyline hydrochloride (substance)"
hc_base.subs_code_1540001,"1540001","Tellurium radioisotope","Tellurium radioisotope (substance)"
hc_base.subs_code_1545006,"1545006","Uridine phosphorylase","Uridine phosphorylase (substance)"
hc_base.subs_code_1557002,"1557002","Talc","Talc (substance)"
hc_base.subs_code_1565004,"1565004","Blood group antibody Buckalew","Blood group antibody Buckalew (substance)"
hc_base.subs_code_1575001,"1575001","Maltose tetrapalmitate","Maltose tetrapalmitate (substance)"
hc_base.subs_code_1603001,"1603001","Cobalt isotope","Cobalt isotope (substance)"
hc_base.subs_code_1607000,"1607000","Homoserine kinase","Homoserine kinase (substance)"
hc_base.subs_code_1609002,"1609002","N-octyl isosafrole sulfoxide","N-octyl isosafrole sulfoxide (substance)"
hc_base.subs_code_1634002,"1634002","Blood group antigen Ven","Blood group antigen Ven (substance)"
hc_base.subs_code_1649005,"1649005","Blood group antigen Sul","Blood group antigen Sul (substance)"
hc_base.subs_code_1660001,"1660001","Plant seeds","Plant seeds (substance)"
hc_base.subs_code_1668008,"1668008","Ceforanide","Ceforanide (substance)"
hc_base.subs_code_1673002,"1673002","Xylenol","Xylenol (substance)"
hc_base.subs_code_1675009,"1675009","^86^Rubidium","^86^Rubidium (substance)"
hc_base.subs_code_1676005,"1676005","Blood group antibody LW^ab^","Blood group antibody LW^ab^ (substance)"
hc_base.subs_code_1696002,"1696002","12-Hydroperoxy eicosatetraenoic acid","12-Hydroperoxy eicosatetraenoic acid (substance)"
hc_base.subs_code_1701009,"1701009","^191^Gold","^191^Gold (substance)"
hc_base.subs_code_1710001,"1710001","Uric acid","Uric acid (substance)"
hc_base.subs_code_1726000,"1726000","Diamond","Diamond (substance)"
hc_base.subs_code_1740004,"1740004","Deoxy cytidine triphosphate","Deoxy cytidine triphosphate (substance)"
hc_base.subs_code_1768000,"1768000","Sucrose phosphorylase","Sucrose phosphorylase (substance)"
hc_base.subs_code_1793003,"1793003","Sodium trichloroacetate","Sodium trichloroacetate (substance)"
hc_base.subs_code_1795005,"1795005","Glyodin","Glyodin (substance)"
hc_base.subs_code_1904005,"1904005","Galactoside 3-fucosyltransferase","Galactoside 3-fucosyltransferase (substance)"
hc_base.subs_code_1914001,"1914001","von Willebrand factor inhibitor","von Willebrand factor inhibitor (substance)"
hc_base.subs_code_1916004,"1916004","Boroglycerin","Boroglycerin (substance)"
hc_base.subs_code_1940007,"1940007","Immunoglobulin, GM>21< allotype","Immunoglobulin, GM>21< allotype (substance)"
hc_base.subs_code_1944003,"1944003","Coagulation factor X Patient variant","Coagulation factor X Patient variant (substance)"
hc_base.subs_code_1956002,"1956002","Buclizine hydrochloride","Buclizine hydrochloride (substance)"
hc_base.subs_code_1971003,"1971003","Loxapine hydrochloride","Loxapine hydrochloride (substance)"
hc_base.subs_code_1975007,"1975007","Blood group antibody Niemetz","Blood group antibody Niemetz (substance)"
hc_base.subs_code_1978009,"1978009","Site-specific methyltransferase (cytosine-specific)","Site-specific methyltransferase (cytosine-specific) (substance)"
hc_base.subs_code_1985008,"1985008","Vomitus","Vomitus (substance)"
hc_base.subs_code_1991005,"1991005","Lignins","Lignins (substance)"
hc_base.subs_code_2000001,"2000001","Heavy nitrogen","Heavy nitrogen (substance)"
hc_base.subs_code_2006007,"2006007","Inosine diphosphate","Inosine diphosphate (substance)"
hc_base.subs_code_2008008,"2008008","^67^Gallium","^67^Gallium (substance)"
hc_base.subs_code_2009000,"2009000","Cobalt carbonyl","Cobalt carbonyl (substance)"
hc_base.subs_code_2027002,"2027002","Alternaria serine proteinase","Alternaria serine proteinase (substance)"
hc_base.subs_code_2038002,"2038002","Blood group antibody Bg^b^","Blood group antibody Bg^b^ (substance)"
hc_base.subs_code_2039005,"2039005","sym-Norspermidine synthase","sym-Norspermidine synthase (substance)"
hc_base.subs_code_2064008,"2064008","L-Xylulokinase","L-Xylulokinase (substance)"
hc_base.subs_code_2082006,"2082006","Lymphocyte antigen CD51","Lymphocyte antigen CD51 (substance)"
hc_base.subs_code_2088005,"2088005","Page blue G-90","Page blue G-90 (substance)"
hc_base.subs_code_2096000,"2096000","NAD^+^ ADP-ribosyltransferase","NAD^+^ ADP-ribosyltransferase (substance)"
hc_base.subs_code_2100004,"2100004","Sulfonethylmethane","Sulfonethylmethane (substance)"
hc_base.subs_code_2101000,"2101000","Yeast proteinase B","Yeast proteinase B (substance)"
hc_base.subs_code_2125008,"2125008","Betazole","Betazole (substance)"
hc_base.subs_code_2141009,"2141009","Hydrogen","Hydrogen (substance)"
hc_base.subs_code_2147008,"2147008","Blood group antigen Paular","Blood group antigen Paular (substance)"
hc_base.subs_code_2151005,"2151005","Pyridoxamine-pyruvate aminotransferase","Pyridoxamine-pyruvate aminotransferase (substance)"
hc_base.subs_code_2159007,"2159007","Azorubin S","Azorubin S (substance)"
hc_base.subs_code_2163000,"2163000","Dicofol","Dicofol (substance)"
hc_base.subs_code_2194000,"2194000","^101^Rhodium","^101^Rhodium (substance)"
hc_base.subs_code_2195004,"2195004","Tocainide hydrochloride","Tocainide hydrochloride (substance)"
hc_base.subs_code_2197007,"2197007","Boric acid topical preparation","Boric acid topical preparation (substance)"
hc_base.subs_code_2201007,"2201007","Bacteriopurpurin","Bacteriopurpurin (substance)"
hc_base.subs_code_2215009,"2215009","Azuresin","Azuresin (substance)"
hc_base.subs_code_2249001,"2249001","Gentamicin sulfate","Gentamicin sulfate (substance)"
hc_base.subs_code_2254005,"2254005","Orotic acid","Orotic acid (substance)"
hc_base.subs_code_2260005,"2260005","HLA-DRw18 antigen","HLA-DRw18 antigen (substance)"
hc_base.subs_code_2262002,"2262002","Cellulose polysulfatase","Cellulose polysulfatase (substance)"
hc_base.subs_code_2264001,"2264001","Selenium isotope","Selenium isotope (substance)"
hc_base.subs_code_2309006,"2309006","Gold","Gold (substance)"
hc_base.subs_code_2329007,"2329007","Blood group antibody Vel","Blood group antibody Vel (substance)"
hc_base.subs_code_2331003,"2331003","Carbohydrate","Carbohydrate (substance)"
hc_base.subs_code_2338009,"2338009","Plant roots","Plant roots (substance)"
hc_base.subs_code_2343002,"2343002","Guthion","Guthion (substance)"
hc_base.subs_code_2346005,"2346005","Vascormone","Vascormone (substance)"
hc_base.subs_code_2354007,"2354007","3'-Nucleotidase","3'-Nucleotidase (substance)"
hc_base.subs_code_2358005,"2358005","Glass fragment","Glass fragment (substance)"
hc_base.subs_code_2369008,"2369008","Indole-3-acetate beta-glucosyltransferase","Indole-3-acetate beta-glucosyltransferase (substance)"
hc_base.subs_code_2376003,"2376003","Mercury compound","Mercury compound (substance)"
hc_base.subs_code_2384004,"2384004","^230^Uranium","^230^Uranium (substance)"
hc_base.subs_code_2404002,"2404002","Blood group antibody St^a^","Blood group antibody St^a^ (substance)"
hc_base.subs_code_2405001,"2405001","b- Propiolactone","b- Propiolactone (substance)"
hc_base.subs_code_2414006,"2414006","Prolactin receptor","Prolactin receptor (substance)"
hc_base.subs_code_2430003,"2430003","Silicon radioisotope","Silicon radioisotope (substance)"
hc_base.subs_code_2431004,"2431004","Blood group antibody Friedberg","Blood group antibody Friedberg (substance)"
hc_base.subs_code_2441001,"2441001","Mercury radioisotope","Mercury radioisotope (substance)"
hc_base.subs_code_2444009,"2444009","HLA-Dw25 antigen","HLA-Dw25 antigen (substance)"
hc_base.subs_code_2450004,"2450004","Mannosamine","Mannosamine (substance)"
hc_base.subs_code_2500009,"2500009","Lymphocyte antigen CDw41b","Lymphocyte antigen CDw41b (substance)"
hc_base.subs_code_2516006,"2516006","Metallic sulfide compound","Metallic sulfide compound (substance)"
hc_base.subs_code_2522002,"2522002","Extravascular blood","Extravascular blood (substance)"
hc_base.subs_code_2537003,"2537003","Antituberculosis agent","Antituberculosis agent (substance)"
hc_base.subs_code_2568004,"2568004","Blood group antigen McAuley","Blood group antigen McAuley (substance)"
hc_base.subs_code_2573005,"2573005","Immunoglobulin, GM>13< allotype","Immunoglobulin, GM>13< allotype (substance)"
hc_base.subs_code_2595009,"2595009","^119m^Tellurium","^119m^Tellurium (substance)"
hc_base.subs_code_2597001,"2597001","Alpha-1 globulin","Alpha-1 globulin (substance)"
hc_base.subs_code_2611008,"2611008","Blood group antibody La Fave","Blood group antibody La Fave (substance)"
hc_base.subs_code_2637006,"2637006","Indium isotope","Indium isotope (substance)"
hc_base.subs_code_2648004,"2648004","Bile vomitus","Bile vomitus (substance)"
hc_base.subs_code_2649007,"2649007","Azo dye","Azo dye (substance)"
hc_base.subs_code_2660003,"2660003","Sodium dehydrocholate","Sodium dehydrocholate (substance)"
hc_base.subs_code_2671002,"2671002","3-Methyl-2-oxobutanoate hydroxy-methyltransferase","3-Methyl-2-oxobutanoate hydroxy-methyltransferase (substance)"
hc_base.subs_code_2674005,"2674005","^128^Cesium","^128^Cesium (substance)"
hc_base.subs_code_2676007,"2676007","C3(H20)","C3(H20) (substance)"
hc_base.subs_code_2680002,"2680002","Anti-factor XIII","Anti-factor XIII (substance)"
hc_base.subs_code_2698003,"2698003","Natural gas","Natural gas (substance)"
hc_base.subs_code_2705002,"2705002","^72^Arsenic","^72^Arsenic (substance)"
hc_base.subs_code_2706001,"2706001","Blood group antigen Vennera","Blood group antigen Vennera (substance)"
hc_base.subs_code_2721007,"2721007","Blood group antigen McC^f^","Blood group antigen McC^f^ (substance)"
hc_base.subs_code_2753003,"2753003","Blood group antibody M>1<","Blood group antibody M>1< (substance)"
hc_base.subs_code_2765004,"2765004","Blood group antigen Sc3","Blood group antigen Sc3 (substance)"
hc_base.subs_code_2778004,"2778004","Pleural fluid","Pleural fluid (substance)"
hc_base.subs_code_2796008,"2796008","Methanthelinium","Methanthelinium (substance)"
hc_base.subs_code_2799001,"2799001","Methylbenzethonium chloride","Methylbenzethonium chloride (substance)"
hc_base.subs_code_2832002,"2832002","Molybdenum compound","Molybdenum compound (substance)"
hc_base.subs_code_2869004,"2869004","Ethanoic acid","Ethanoic acid (substance)"
hc_base.subs_code_2878005,"2878005","Isonipecaine hydrochloride","Isonipecaine hydrochloride (substance)"
hc_base.subs_code_2880004,"2880004","Calcium sulfate","Calcium sulfate (substance)"
hc_base.subs_code_2913009,"2913009","Immunoglobulin Epsilon chain","Immunoglobulin Epsilon chain (substance)"
hc_base.subs_code_2916001,"2916001","^22^Neon","^22^Neon (substance)"
hc_base.subs_code_2925007,"2925007","Fluorometholone","Fluorometholone (substance)"
hc_base.subs_code_2927004,"2927004","Rescinnamine","Rescinnamine (substance)"
hc_base.subs_code_2938004,"2938004","Pyrazole","Pyrazole (substance)"
hc_base.subs_code_2942001,"2942001","Carbon^14^ D-xylose","Carbon^14^ D-xylose (substance)"
hc_base.subs_code_2958003,"2958003","Zinc caprylate","Zinc caprylate (substance)"
hc_base.subs_code_2964005,"2964005","Dimethoxyamphetamine","Dimethoxyamphetamine (substance)"
hc_base.subs_code_2974008,"2974008","Trichophyton schoenleinii collagenase","Trichophyton schoenleinii collagenase (substance)"
hc_base.subs_code_2988007,"2988007","HLA-Aw antigen","HLA-Aw antigen (substance)"
hc_base.subs_code_2991007,"2991007","Mecamylamine hydrochloride","Mecamylamine hydrochloride (substance)"
hc_base.subs_code_2995003,"2995003","Arecoline","Arecoline (substance)"
hc_base.subs_code_3027009,"3027009","^133^Barium","^133^Barium (substance)"
hc_base.subs_code_3031003,"3031003","Dihydroxyaluminum sodium carbonate","Dihydroxyaluminum sodium carbonate (substance)"
hc_base.subs_code_3040004,"3040004","Technetium Tc^99m^ disofenin","Technetium Tc^99m^ disofenin (substance)"
hc_base.subs_code_3045009,"3045009","Nitrochlorobenzene","Nitrochlorobenzene (substance)"
hc_base.subs_code_3052006,"3052006","Ornithine-oxo-acid aminotransferase","Ornithine-oxo-acid aminotransferase (substance)"
hc_base.subs_code_3066001,"3066001","Triiodothyroacetic acid","Triiodothyroacetic acid (substance)"
hc_base.subs_code_3087006,"3087006","Oil of male fern","Oil of male fern (substance)"
hc_base.subs_code_3131000,"3131000","Blood group antigen Middel","Blood group antigen Middel (substance)"
hc_base.subs_code_3136005,"3136005","Cefoperazone sodium","Cefoperazone sodium (substance)"
hc_base.subs_code_3142009,"3142009","Azacyclonol","Azacyclonol (substance)"
hc_base.subs_code_3145006,"3145006","Penicillic acid","Penicillic acid (substance)"
hc_base.subs_code_3151001,"3151001","Left upper lobe mucus","Left upper lobe mucus (substance)"
hc_base.subs_code_3155005,"3155005","3-Phosphoglyceroyl-phosphate-polyphosphate phosphotransferase","3-Phosphoglyceroyl-phosphate-polyphosphate phosphotransferase (substance)"
hc_base.subs_code_3161008,"3161008","3-Methyl histidine","3-Methyl histidine (substance)"
hc_base.subs_code_3167007,"3167007","Hard coal","Hard coal (substance)"
hc_base.subs_code_3187008,"3187008","Blood group antigen Nielsen","Blood group antigen Nielsen (substance)"
hc_base.subs_code_3193000,"3193000","alpha-1,4-Glucan-protein synthase (UDP-forming)","alpha-1,4-Glucan-protein synthase (UDP-forming) (substance)"
hc_base.subs_code_3197004,"3197004","Inosine monophosphate","Inosine monophosphate (substance)"
hc_base.subs_code_3209002,"3209002","Pancuronium sodium","Pancuronium sodium (substance)"
hc_base.subs_code_3212004,"3212004","Manganese sulfate","Manganese sulfate (substance)"
hc_base.subs_code_3232003,"3232003","o-Benzyl-parachlorophenol","o-Benzyl-parachlorophenol (substance)"
hc_base.subs_code_3273002,"3273002","Tyrosine-ester sulfotransferase","Tyrosine-ester sulfotransferase (substance)"
hc_base.subs_code_3300001,"3300001","Euphorbain","Euphorbain (substance)"
hc_base.subs_code_3318003,"3318003","Vaginal secretions","Vaginal secretions (substance)"
hc_base.subs_code_3325005,"3325005","Lipopolysaccharide","Lipopolysaccharide (substance)"
hc_base.subs_code_3340007,"3340007","alpha-Amylase","alpha-Amylase (substance)"
hc_base.subs_code_3342004,"3342004","Copper isotope","Copper isotope (substance)"
hc_base.subs_code_3378009,"3378009","Imipramine hydrochloride","Imipramine hydrochloride (substance)"
hc_base.subs_code_3379001,"3379001","Thimerosal","Thimerosal (substance)"
hc_base.subs_code_3411008,"3411008","bis-(Dimethylthiocarbamyl) disulfide","bis-(Dimethylthiocarbamyl) disulfide (substance)"
hc_base.subs_code_3455002,"3455002","Discontinued pesticide","Discontinued pesticide (substance)"
hc_base.subs_code_3466009,"3466009","Dimethylamine","Dimethylamine (substance)"
hc_base.subs_code_3492002,"3492002","Galactinol-sucrose galactosyltransferase","Galactinol-sucrose galactosyltransferase (substance)"
hc_base.subs_code_3493007,"3493007","Smegma clitoridis","Smegma clitoridis (substance)"
hc_base.subs_code_3495000,"3495000","Cystyl-aminopeptidase","Cystyl-aminopeptidase (substance)"
hc_base.subs_code_3501003,"3501003","Isoxsuprine hydrochloride","Isoxsuprine hydrochloride (substance)"
hc_base.subs_code_3532002,"3532002","Laryngeal mucus","Laryngeal mucus (substance)"
hc_base.subs_code_3555004,"3555004","Blood group antigen Morrison","Blood group antigen Morrison (substance)"
hc_base.subs_code_3579002,"3579002","^129^Cesium","^129^Cesium (substance)"
hc_base.subs_code_3581000,"3581000","Glucose-6-phosphatase","Glucose-6-phosphatase (substance)"
hc_base.subs_code_3592004,"3592004","Short-acting thyroid stimulator","Short-acting thyroid stimulator (substance)"
hc_base.subs_code_3597005,"3597005","Acebutolol hydrochloride","Acebutolol hydrochloride (substance)"
hc_base.subs_code_3601005,"3601005","Ether","Ether (substance)"
hc_base.subs_code_3617004,"3617004","^79^Selenium","^79^Selenium (substance)"
hc_base.subs_code_3648007,"3648007","Glucocorticoid receptor","Glucocorticoid receptor (substance)"
hc_base.subs_code_3684000,"3684000","Phenylacetic acid","Phenylacetic acid (substance)"
hc_base.subs_code_3692009,"3692009","Sodium sulfite","Sodium sulfite (substance)"
hc_base.subs_code_3702007,"3702007","CDPglycerol glycerophosphotransferase","CDPglycerol glycerophosphotransferase (substance)"
hc_base.subs_code_3718001,"3718001","Cow's milk","Cow's milk (substance)"
hc_base.subs_code_3730007,"3730007","Blood group antigen Tr^a^","Blood group antigen Tr^a^ (substance)"
hc_base.subs_code_3742002,"3742002","Extracellular crystal","Extracellular crystal (substance)"
hc_base.subs_code_3757009,"3757009","Gossypol","Gossypol (substance)"
hc_base.subs_code_3792001,"3792001","Arachidonic acid","Arachidonic acid (substance)"
hc_base.subs_code_3793006,"3793006","Soluble barium compound","Soluble barium compound (substance)"
hc_base.subs_code_3800009,"3800009","Acetate kinase","Acetate kinase (substance)"
hc_base.subs_code_3807007,"3807007","Blood group antigen c","Blood group antigen c (substance)"
hc_base.subs_code_3811001,"3811001","Magnesium-protoporphyrin methyltransferase","Magnesium-protoporphyrin methyltransferase (substance)"
hc_base.subs_code_3812008,"3812008","Beryllium isotope","Beryllium isotope (substance)"
hc_base.subs_code_3816006,"3816006","Vanadium isotope","Vanadium isotope (substance)"
hc_base.subs_code_3823007,"3823007","Prochlorperazine edisylate","Prochlorperazine edisylate (substance)"
hc_base.subs_code_3829006,"3829006","Iron","Iron (substance)"
hc_base.subs_code_3834005,"3834005","CMP-N-acetylneuraminate-(alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide alpha-2,6-sialyltransferase","CMP-N-acetylneuraminate-(alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide alpha-2,6-sialyltransferase (substance)"
hc_base.subs_code_3848005,"3848005","Nitrotoluene","Nitrotoluene (substance)"
hc_base.subs_code_3849002,"3849002","Carbon black","Carbon black (substance)"
hc_base.subs_code_3854006,"3854006","bis-Chloro methyl ether","bis-Chloro methyl ether (substance)"
hc_base.subs_code_3874004,"3874004","Hydrocodone bitartrate","Hydrocodone bitartrate (substance)"
hc_base.subs_code_3892007,"3892007","Thymidine","Thymidine (substance)"
hc_base.subs_code_3896005,"3896005","p-Hydroxybenzoate ester","p-Hydroxybenzoate ester (substance)"
hc_base.subs_code_3897001,"3897001","Blood group antigen 'N'","Blood group antigen 'N' (substance)"
hc_base.subs_code_3906002,"3906002","Rectified birch tar oil","Rectified birch tar oil (substance)"
hc_base.subs_code_3930000,"3930000","Manufactured gas","Manufactured gas (substance)"
hc_base.subs_code_3932008,"3932008","^64^Copper","^64^Copper (substance)"
hc_base.subs_code_3941003,"3941003","Metronidazole hydrochloride","Metronidazole hydrochloride (substance)"
hc_base.subs_code_3945007,"3945007","Tin isotope","Tin isotope (substance)"
hc_base.subs_code_3958008,"3958008","^245^Californium","^245^Californium (substance)"
