"id","code","name","definition"
hc_base.subs_code_72186005,"72186005","FAD pyrophosphatase","Flavin-adenine dinucleotide pyrophosphatase (substance)"
hc_base.subs_code_130750003,"130750003","Fibrolase","Fibrolase (substance)"
hc_base.subs_code_14057005,"14057005","Ficin","Ficin (substance)"
hc_base.subs_code_255730007,"255730007","Flaviastase","Flaviastase (substance)"
hc_base.subs_code_130648002,"130648002","Flavirin","Flavirin (substance)"
hc_base.subs_code_50423002,"50423002","Formamidase","Formamidase (substance)"
hc_base.subs_code_130569005,"130569005","Formamidopyrimidine-DNA glycosylase","Formamidopyrimidine-deoxyribonucleic acid glycosylase (substance)"
hc_base.subs_code_82772007,"82772007","Formiminoaspartate deiminase","Formiminoaspartate deiminase (substance)"
hc_base.subs_code_91680008,"91680008","Formiminoglutamase","Formiminoglutamase (substance)"
hc_base.subs_code_41773003,"41773003","Formiminoglutamate deiminase","Formiminoglutamate deiminase (substance)"
hc_base.subs_code_26952000,"26952000","Formyl-CoA hydrolase","Formyl-coenzyme A hydrolase (substance)"
hc_base.subs_code_69467009,"69467009","Formylaspartate deformylase","Formylaspartate deformylase (substance)"
hc_base.subs_code_19638002,"19638002","Formylmethionine deformylase","Formylmethionine deformylase (substance)"
hc_base.subs_code_10034007,"10034007","Formyltetrahydrofolate deformylase","Formyltetrahydrofolate deformylase (substance)"
hc_base.subs_code_130752006,"130752006","Fragilysin","Fragilysin (substance)"
hc_base.subs_code_11111005,"11111005","Fructan beta-fructosidase","Fructan beta-fructosidase (substance)"
hc_base.subs_code_130508000,"130508000","Fructose-2,6-bisphosphate 6-phosphatase","Fructose-2,6-bisphosphate 6-phosphatase (substance)"
hc_base.subs_code_130663004,"130663004","Fruit bromelain","Fruit bromelain (substance)"
hc_base.subs_code_44475005,"44475005","Fucoidanase","Fucoidanase (substance)"
hc_base.subs_code_304269004,"304269004","Fucosidase","Fucosidase (substance)"
hc_base.subs_code_81809006,"81809006","Fumarylacetoacetase","Fumarylacetoacetase (substance)"
hc_base.subs_code_130632003,"130632003","Furin","Furin (substance)"
hc_base.subs_code_75289000,"75289000","Fusarinine-C ornithinesterase","Fusarinine-C ornithinesterase (substance)"
hc_base.subs_code_54911009,"54911009","GDPglucosidase","Guanosine diphosphate glucosidase (substance)"
hc_base.subs_code_56414007,"56414007","Galactolipase","Galactolipase (substance)"
hc_base.subs_code_304262008,"304262008","Galactosidase","Galactosidase (substance)"
hc_base.subs_code_112044002,"112044002","Galacturan 1,4-alpha-galacturonidase","Galacturan 1,4-alpha-galacturonidase (substance)"
hc_base.subs_code_130606009,"130606009","Gamma-D-glutamyl-meso-diaminopimelate peptidase I","Gamma-D-glutamyl-meso-diaminopimelate peptidase I (substance)"
hc_base.subs_code_130613009,"130613009","Gamma-renin","Gamma-renin (substance)"
hc_base.subs_code_130702002,"130702002","Gelatinase A","Gelatinase A (substance)"
hc_base.subs_code_130713004,"130713004","Gelatinase B","Gelatinase B (substance)"
hc_base.subs_code_130667003,"130667003","Gingipain R","Gingipain R (substance)"
hc_base.subs_code_43215007,"43215007","Glucan 1,3-alpha-glucosidase","Glucan 1,3-alpha-glucosidase (substance)"
hc_base.subs_code_17377003,"17377003","Glucan 1,3-beta-glucosidase","Glucan 1,3-beta-glucosidase (substance)"
hc_base.subs_code_40217003,"40217003","Glucan 1,4-alpha-maltohexaosidase","Glucan 1,4-alpha-maltohexaosidase (substance)"
hc_base.subs_code_130557002,"130557002","Glucan 1,4-alpha-maltohydrolase","Glucan 1,4-alpha-maltohydrolase (substance)"
hc_base.subs_code_20792003,"20792003","Glucan 1,4-alpha-maltotetraohydrolase","Glucan 1,4-alpha-maltotetraohydrolase (substance)"
hc_base.subs_code_130540001,"130540001","Glucan 1,4-alpha-maltotriohydrolase","Glucan 1,4-alpha-maltotriohydrolase (substance)"
hc_base.subs_code_60577003,"60577003","Glucan 1,4-beta-glucosidase","Glucan 1,4-beta-glucosidase (substance)"
hc_base.subs_code_89224009,"89224009","Glucan 1,6-alpha-glucosidase","Glucan 1,6-alpha-glucosidase (substance)"
hc_base.subs_code_84973009,"84973009","Glucan 1,6-alpha-isomaltosidase","Glucan 1,6-alpha-isomaltosidase (substance)"
hc_base.subs_code_66538007,"66538007","Glucan endo-1,2-beta-glucosidase","Glucan endo-1,2-beta-glucosidase (substance)"
hc_base.subs_code_4833006,"4833006","Glucan endo-1,3-alpha-glucosidase","Glucan endo-1,3-alpha-glucosidase (substance)"
hc_base.subs_code_26101003,"26101003","Glucan endo-1,3-beta-glucosidase","Glucan endo-1,3-beta-glucosidase (substance)"
hc_base.subs_code_112045001,"112045001","Glucan endo-1,6-beta-glucosidase","Glucan endo-1,6-beta-glucosidase (substance)"
hc_base.subs_code_82335003,"82335003","Gluconolactonase","Gluconolactonase (substance)"
hc_base.subs_code_130528001,"130528001","Glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase","Glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase (substance)"
hc_base.subs_code_713653005,"713653005","Glucosidase","Glucosidase (substance)"
hc_base.subs_code_130531000,"130531000","Glucuronate-2-sulfatase","Glucuronate-2-sulfatase (substance)"
hc_base.subs_code_130560009,"130560009","Glucuronoarabinoxylan endo-1,4-beta-xylanase","Glucuronoarabinoxylan endo-1,4-beta-xylanase (substance)"
hc_base.subs_code_9485000,"9485000","Glucuronosyl-disulfoglucosamine glucuronidase","Glucuronosyl-disulfoglucosamine glucuronidase (substance)"
hc_base.subs_code_130594006,"130594006","Glutamate carboxypeptidase","Glutamate carboxypeptidase (substance)"
hc_base.subs_code_130604007,"130604007","Glutamate carboxypeptidase II","Glutamate carboxypeptidase II (substance)"
hc_base.subs_code_40996004,"40996004","Glutamin-(asparagin-)ase","Glutamin-(asparagin-)ase (substance)"
hc_base.subs_code_3836007,"3836007","Glutaminase","Glutaminase (substance)"
hc_base.subs_code_130639007,"130639007","Glutamyl endopeptidase II","Glutamyl endopeptidase II (substance)"
hc_base.subs_code_53749005,"53749005","Glutathione thiolesterase","Glutathione thiolesterase (substance)"
hc_base.subs_code_130781007,"130781007","Glutathionylspermidine amidase","Glutathionylspermidine amidase (substance)"
hc_base.subs_code_12485004,"12485004","Glycerol-1,2-cyclic-phosphate 2-phosphodiesterase","Glycerol-1,2-cyclic-phosphate 2-phosphodiesterase (substance)"
hc_base.subs_code_70672001,"70672001","Glycerophosphocholine cholinephosphodiesterase","Glycerophosphocholine cholinephosphodiesterase (substance)"
hc_base.subs_code_29279005,"29279005","Glycerophosphocholine phosphodiesterase","Glycerophosphocholine phosphodiesterase (substance)"
hc_base.subs_code_130523005,"130523005","Glycerophosphodiester phosphodiesterase","Glycerophosphodiester phosphodiesterase (substance)"
hc_base.subs_code_64780006,"64780006","Glycerophosphoinositol glycerophosphodiesterase","Glycerophosphoinositol glycerophosphodiesterase (substance)"
hc_base.subs_code_62680004,"62680004","Glycerophosphoinositol inositolphosphodiesterase","Glycerophosphoinositol inositolphosphodiesterase (substance)"
hc_base.subs_code_39411007,"39411007","Glycocyaminase","Glycocyaminase (substance)"
hc_base.subs_code_11425000,"11425000","Glycopeptide alpha-N-acetylgalactosaminidase","Glycopeptide alpha-N-acetylgalactosaminidase (substance)"
hc_base.subs_code_130554009,"130554009","Glycoprotein endo-alpha-1,2-mannosidase","Glycoprotein endo-alpha-1,2-mannosidase (substance)"
hc_base.subs_code_130527006,"130527006","Glycoprotein phospholipase D","Glycoprotein phospholipase D (substance)"
hc_base.subs_code_130198000,"130198000","Glycosidase","Glycosidase (substance)"
hc_base.subs_code_130772001,"130772001","Glycosphingolipid deacylase","Glycosphingolipid deacylase (substance)"
hc_base.subs_code_48050009,"48050009","Glycosylceramidase","Glycosylceramidase (substance)"
hc_base.subs_code_130655000,"130655000","Glycyl endopeptidase","Glycyl endopeptidase (substance)"
hc_base.subs_code_130552008,"130552008","Glycyrrhizinate beta-glucuronidase","Glycyrrhizinate beta-glucuronidase (substance)"
hc_base.subs_code_130635001,"130635001","Granzyme A","Granzyme A (substance)"
hc_base.subs_code_130636000,"130636000","Granzyme B","Granzyme B (substance)"
hc_base.subs_code_2240002,"2240002","Guanidinobutyrase","Guanidinobutyrase (substance)"
hc_base.subs_code_59015000,"59015000","Guanosine 3',5'-bis(diphosphate) 3'-pyrophosphatase","Guanosine 3',5'-bis(diphosphate) 3'-pyrophosphatase (substance)"
hc_base.subs_code_130797002,"130797002","Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase","Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (substance)"
hc_base.subs_code_42634005,"42634005","GTP cyclohydrolase I","Guanosine triphosphate cyclohydrolase I (substance)"
hc_base.subs_code_29910009,"29910009","GTP cyclohydrolase II","Guanosine triphosphate cyclohydrolase II (substance)"
hc_base.subs_code_130799004,"130799004","Guanosine-diphosphatase","Guanosine-diphosphatase (substance)"
hc_base.subs_code_57078000,"57078000","H^+^-transporting ATP synthase","H^+^-transporting adenosine triphosphate synthase (substance)"
hc_base.subs_code_30443002,"30443002","H^+^/K^+^-transporting ATPase","H^+^/K^+^-transporting adenosine triphosphatase (substance)"
hc_base.subs_code_29181004,"29181004","Haloacetate dehalogenase","Haloacetate dehalogenase (substance)"
hc_base.subs_code_130807002,"130807002","Haloalkane dehalogenase","Haloalkane dehalogenase (substance)"
hc_base.subs_code_130572003,"130572003","Hepoxilin-epoxide hydrolase","Hepoxilin-epoxide hydrolase (substance)"
hc_base.subs_code_611001,"611001","Hippurate hydrolase","Hippurate hydrolase (substance)"
hc_base.subs_code_24185006,"24185006","Histidine ammonia-lyase","Histidine ammonia-lyase (substance)"
hc_base.subs_code_130665006,"130665006","Histolysain","Histolysain (substance)"
hc_base.subs_code_130725001,"130725001","Horrilysin","Horrilysin (substance)"
hc_base.subs_code_387280008,"387280008","Hyaluronidase","Hyaluronidase (substance)"
hc_base.subs_code_84373000,"84373000","Hyaluronoglucuronidase","Hyaluronoglucuronidase (substance)"
hc_base.subs_code_304267002,"304267002","Hydratase","Hydratase (substance)"
hc_base.subs_code_65270004,"65270004","Hydroxyacylglutathione hydrolase","Hydroxyacylglutathione hydrolase (substance)"
hc_base.subs_code_8844009,"8844009","Hydroxybutyrate-dimer hydrolase","Hydroxybutyrate-dimer hydrolase (substance)"
hc_base.subs_code_3437006,"3437006","Hydroxymethylglutaryl-CoA hydrolase","Hydroxymethylglutaryl-coenzyme A hydrolase (substance)"
hc_base.subs_code_6338006,"6338006","Imidazolonepropionase","Imidazolonepropionase (substance)"
hc_base.subs_code_130629001,"130629001","IgA-specific serine endopeptidase","Immunoglobulin A-specific serine endopeptidase (substance)"
hc_base.subs_code_10063005,"10063005","Inorganic pyrophosphatase","Inorganic pyrophosphatase (substance)"
hc_base.subs_code_5511008,"5511008","Inosinate nucleosidase","Inosinate nucleosidase (substance)"
hc_base.subs_code_55624000,"55624000","Inosine nucleosidase","Inosine nucleosidase (substance)"
hc_base.subs_code_53606004,"53606004","IMP cyclohydrolase","Inosine monophosphate cyclohydrolase (substance)"
hc_base.subs_code_259524004,"259524004","Inosine triphosphate pyrophosphohydrolase","Inosine triphosphate pyrophosphohydrolase (substance)"
hc_base.subs_code_130516009,"130516009","Inositol-1,3,4,5-tetrakisphosphate 3-phosphatase","Inositol-1,3,4,5-tetrakisphosphate 3-phosphatase (substance)"
hc_base.subs_code_130519002,"130519002","Inositol-1,3-bisphosphate 3-phosphatase","Inositol-1,3-bisphosphate 3-phosphatase (substance)"
hc_base.subs_code_130515008,"130515008","Inositol-1,4,5-trisphosphate 1-phosphatase","Inositol-1,4,5-trisphosphate 1-phosphatase (substance)"
hc_base.subs_code_130510003,"130510003","Inositol-1,4,5-trisphosphate 5-phosphatase","Inositol-1,4,5-trisphosphate 5-phosphatase (substance)"
hc_base.subs_code_130511004,"130511004","Inositol-1,4-bisphosphate 1-phosphatase","Inositol-1,4-bisphosphate 1-phosphatase (substance)"
hc_base.subs_code_130520008,"130520008","Inositol-3,4-bisphosphate 4-phosphatase","Inositol-3,4-bisphosphate 4-phosphatase (substance)"
hc_base.subs_code_130734006,"130734006","Insulysin","Insulysin (substance)"
hc_base.subs_code_25339009,"25339009","Inulinase","Inulinase (substance)"
hc_base.subs_code_35780007,"35780007","Isochorismatase","Isochorismatase (substance)"
hc_base.subs_code_20821006,"20821006","Isopullulanase","Isopullulanase (substance)"
hc_base.subs_code_130751004,"130751004","Jararhagin","Jararhagin (substance)"
hc_base.subs_code_22712007,"22712007","K-Carrageenase","K-Carrageenase (substance)"
hc_base.subs_code_130618000,"130618000","Kexin","Kexin (substance)"
hc_base.subs_code_112055002,"112055002","Kynureninase","Kynureninase (substance)"
hc_base.subs_code_130864007,"130864007","L-2-amino-4-chloropent-4-enoate dehydrochlorinase","L-2-amino-4-chloropent-4-enoate dehydrochlorinase (substance)"
hc_base.subs_code_37357001,"37357001","L-Arabinonolactonase","L-Arabinonolactonase (substance)"
hc_base.subs_code_86430005,"86430005","L-Iduronidase","L-Iduronidase (substance)"
hc_base.subs_code_27647002,"27647002","L-Lysine-lactamase","L-Lysine-lactamase (substance)"
hc_base.subs_code_130479009,"130479009","L-rhamnono-1,4-lactonase","L-rhamnono-1,4-lactonase (substance)"
hc_base.subs_code_130564000,"130564000","Lacto-N-biosidase","Lacto-N-biosidase (substance)"
hc_base.subs_code_130653007,"130653007","Lactocepin","Lactocepin (substance)"
hc_base.subs_code_130664005,"130664005","Legumain","Legumain (substance)"
hc_base.subs_code_130714005,"130714005","Leishmanolysin","Leishmanolysin (substance)"
hc_base.subs_code_130615002,"130615002","Leucyl endopeptidase","Leucyl endopeptidase (substance)"
hc_base.subs_code_130571005,"130571005","Leukotriene-A4 hydrolase","Leukotriene-A4 hydrolase (substance)"
hc_base.subs_code_91319005,"91319005","Levanase","Levanase (substance)"
hc_base.subs_code_6401007,"6401007","Lichenase","Lichenase (substance)"
hc_base.subs_code_22141005,"22141005","Limonin-D-ring-lactonase","Limonin-D-ring-lactonase (substance)"
hc_base.subs_code_130758005,"130758005","Long-chain-fatty-acyl-glutamate deacylase","Long-chain-fatty-acyl-glutamate deacylase (substance)"
hc_base.subs_code_102765007,"102765007","Lysosomal enzyme","Lysosomal enzyme (substance)"
hc_base.subs_code_130753001,"130753001","Lysostaphin","Lysostaphin (substance)"
hc_base.subs_code_130573008,"130573008","Lysyl aminopeptidase","Lysyl aminopeptidase (substance)"
hc_base.subs_code_63096008,"63096008","m^7^G(5')pppN pyrophosphatase","m^7^G(5')pppN pyrophosphatase (substance)"
hc_base.subs_code_130743002,"130743002","Macrophage elastase","Macrophage elastase (substance)"
hc_base.subs_code_130740004,"130740004","Magnolysin","Magnolysin (substance)"
hc_base.subs_code_130546007,"130546007","Maltose-6'-phosphate glucosidase","Maltose-6'-phosphate glucosidase (substance)"
hc_base.subs_code_112047009,"112047009","Mannan 1,4-beta-mannobiosidase","Mannan 1,4-beta-mannobiosidase (substance)"
hc_base.subs_code_71342008,"71342008","Mannan endo-1,6-beta-mannosidase","Mannan endo-1,6-beta-mannosidase (substance)"
hc_base.subs_code_130561008,"130561008","Mannan exo-1,2-1,6-alpha-mannosidase","Mannan exo-1,2-1,6-alpha-mannosidase (substance)"
hc_base.subs_code_304268007,"304268007","Mannosidase","Mannosidase (substance)"
hc_base.subs_code_130537001,"130537001","Mannosyl-oligosaccharide 1,2-alpha-mannosidase","Mannosyl-oligosaccharide 1,2-alpha-mannosidase (substance)"
hc_base.subs_code_130538006,"130538006","Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase","Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase (substance)"
hc_base.subs_code_41940002,"41940002","Mannosyl-oligosaccharide glucosidase","Mannosyl-oligosaccharide glucosidase (substance)"
hc_base.subs_code_130701009,"130701009","Matrilysin","Matrilysin (substance)"
hc_base.subs_code_130599001,"130599001","Membrane Pro-X carboxypeptidase","Membrane dipeptidase (substance)"
hc_base.subs_code_130582002,"130582002","Membrane dipeptidase","Membrane Pro-X carboxypeptidase (substance)"
hc_base.subs_code_130696002,"130696002","Meprin A","Meprin A (substance)"
hc_base.subs_code_130741000,"130741000","Meprin B","Meprin B (substance)"
hc_base.subs_code_130605008,"130605008","Metallocarboxypeptidase D","Metallocarboxypeptidase D (substance)"
hc_base.subs_code_7191002,"7191002","Methenyltetrahydrofolate cyclohydrolase","Methenyltetrahydrofolate cyclohydrolase (substance)"
hc_base.subs_code_130791001,"130791001","Methenyltetrahydromethanopterin cyclohydrolase","Methenyltetrahydromethanopterin cyclohydrolase (substance)"
hc_base.subs_code_130576000,"130576000","Methionyl aminopeptidase","Methionyl aminopeptidase (substance)"
hc_base.subs_code_67025002,"67025002","Methionyl dipeptidase","Methionyl dipeptidase (substance)"
hc_base.subs_code_130790000,"130790000","Methylenediurea deiminase","Methylenediurea deiminase (substance)"
hc_base.subs_code_64903002,"64903002","Methylguanidinase","Methylguanidinase (substance)"
hc_base.subs_code_9821003,"9821003","Methylthioadenosine nucleosidase","Methylthioadenosine nucleosidase (substance)"
hc_base.subs_code_130764003,"130764003","Mimosinase","Mimosinase (substance)"
hc_base.subs_code_130737004,"130737004","Mitochondrial intermediate peptidase","Mitochondrial intermediate peptidase (substance)"
hc_base.subs_code_130742007,"130742007","Mitochondrial processing peptidase","Mitochondrial processing peptidase (substance)"
hc_base.subs_code_130529009,"130529009","Monomethyl-sulfatase","Monomethyl-sulfatase (substance)"
hc_base.subs_code_76592007,"76592007","Monoterpenyl-pyrophosphatase","Monoterpenyl-pyrophosphatase (substance)"
hc_base.subs_code_36232001,"36232001","Mucinaminylserine mucinaminidase","Mucinaminylserine mucinaminidase (substance)"
hc_base.subs_code_130676005,"130676005","Mucoropepsin","Mucoropepsin (substance)"
hc_base.subs_code_130732005,"130732005","Mucrolysin","Mucrolysin (substance)"
hc_base.subs_code_130755008,"130755008","Multicatalytic endopeptidase complex","Multicatalytic endopeptidase complex (substance)"
hc_base.subs_code_259407007,"259407007","Multiple lysosomal hydrolases","Multiple lysosomal hydrolases (substance)"
hc_base.subs_code_130596008,"130596008","Muramoyltetrapeptide carboxypeptidase","Muramoyltetrapeptide carboxypeptidase (substance)"
hc_base.subs_code_15116007,"15116007","Mycodextranase","Mycodextranase (substance)"
hc_base.subs_code_130709006,"130709006","Mycolysin","Mycolysin (substance)"
hc_base.subs_code_130633008,"130633008","Myeloblastin","Myeloblastin (substance)"
hc_base.subs_code_73204005,"73204005","Myosin ATPase","Myosin adenosine triphosphatase (substance)"
hc_base.subs_code_71058002,"71058002","Myxobacter AL-l proteinase I","Myxobacter AL-l proteinase I (substance)"
hc_base.subs_code_130767005,"130767005","N(alpha)-benzyloxycarbonyl-leucine hydrolase","N(alpha)-benzyloxycarbonyl-leucine hydrolase (substance)"
hc_base.subs_code_130759002,"130759002","N,N-dimethylformamidase","N,N-dimethylformamidase (substance)"
hc_base.subs_code_130763009,"130763009","N-(long-chain-acyl)ethanolamine deacylase","N-(long-chain-acyl)ethanolamine deacylase (substance)"
hc_base.subs_code_32784005,"32784005","N-Acetyl-beta-alanine deacetylase","N-Acetyl-beta-alanine deacetylase (substance)"
hc_base.subs_code_75982004,"75982004","N-Acetyl-beta-glucosaminidase","N-Acetyl-beta-glucosaminidase (substance)"
hc_base.subs_code_130783005,"130783005","N-acetylgalactosamine-6-phosphate deacetylase","N-acetylgalactosamine-6-phosphate deacetylase (substance)"
hc_base.subs_code_56846003,"56846003","N-Acetylglucosamine deacetylase","N-Acetylglucosamine deacetylase (substance)"
hc_base.subs_code_6291001,"6291001","N-Acetylglucosamine-1-phosphodiester N-acetylglucosaminidase","N-Acetylglucosamine-1-phosphodiester N-acetylglucosaminidase (substance)"
hc_base.subs_code_20214000,"20214000","N-Acetylglucosamine-6-phosphate deacetylase","N-Acetylglucosamine-6-phosphate deacetylase (substance)"
hc_base.subs_code_130483009,"130483009","N-acetylglucosaminylphosphatidylinositol deacetylase","N-acetylglucosaminylphosphatidylinositol deacetylase (substance)"
hc_base.subs_code_8963009,"8963009","N-Acetylmuramoyl-L-alanine amidase","N-Acetylmuramoyl-L-alanine amidase (substance)"
hc_base.subs_code_130784004,"130784004","N-acyl-D-amino-acid deacylase","N-acyl-D-amino-acid deacylase (substance)"
hc_base.subs_code_130786002,"130786002","N-acyl-D-aspartate deacylase","N-acyl-D-aspartate deacylase (substance)"
hc_base.subs_code_130785003,"130785003","N-acyl-D-glutamate deacylase","N-acyl-D-glutamate deacylase (substance)"
hc_base.subs_code_130761006,"130761006","N-benzyloxycarbonylglycine hydrolase","N-benzyloxycarbonylglycine hydrolase (substance)"
hc_base.subs_code_130780008,"130780008","N-carbamoyl-D-amino acid hydrolase","N-carbamoyl-D-amino acid hydrolase (substance)"
hc_base.subs_code_130756009,"130756009","N-carbamoylputrescine amidase","N-carbamoylputrescine amidase (substance)"
hc_base.subs_code_130762004,"130762004","N-carbamoylsarcosine amidase","N-carbamoylsarcosine amidase (substance)"
hc_base.subs_code_130774000,"130774000","N-feruloylglycine deacylase","N-feruloylglycine deacylase (substance)"
hc_base.subs_code_47343001,"47343001","N-Formyl methionylaminoacyl-tRNA deformylase","N-Formyl methionylaminoacyl-transfer ribonucleic acid deformylase (substance)"
hc_base.subs_code_130771008,"130771008","N-formylglutamate deformylase","N-formylglutamate deformylase (substance)"
hc_base.subs_code_130609002,"130609002","N-formylmethionyl-peptidase","N-formylmethionyl-peptidase (substance)"
hc_base.subs_code_43169004,"43169004","N-Methyl-2-oxoglutaramate hydrolase","N-Methyl-2-oxoglutaramate hydrolase (substance)"
hc_base.subs_code_130788001,"130788001","N-methylhydantoinase (ATP-hydrolysing)","N-methylhydantoinase (adenosine triphosphate-hydrolysing) (substance)"
hc_base.subs_code_31576006,"31576006","N-Sulfoglucosamine sulfohydrolase","N-Sulfoglucosamine sulfohydrolase (substance)"
hc_base.subs_code_58652008,"58652008","N^4^(beta-N-Acetylglucosaminyl)-L-asparaginase","N^4^(beta-N-Acetylglucosaminyl)-L-asparaginase (substance)"
hc_base.subs_code_23736002,"23736002","Na^+^/K^+^-transporting ATPase","Na^+^/K^+^-transporting adenosine triphosphatase (substance)"
hc_base.subs_code_130739001,"130739001","Nardilysin","Nardilysin (substance)"
hc_base.subs_code_130559004,"130559004","Neopullulanase","Neopullulanase (substance)"
hc_base.subs_code_130694004,"130694004","Neurolysin","Neurolysin (substance)"
hc_base.subs_code_130712009,"130712009","Neutrophil collagenase","Neutrophil collagenase (substance)"
hc_base.subs_code_58789001,"58789001","Nicotinamidase","Nicotinamidase (substance)"
hc_base.subs_code_18490007,"18490007","NAD(P)^+^ nucleosidase","Nicotinamide adenine dinucleotide (phosphate) ^+^ nucleosidase (substance)"
hc_base.subs_code_68725007,"68725007","NAD^+^ nucleosidase","Nicotinamide adenine dinucleotide ^+^ nucleosidase (substance)"
hc_base.subs_code_86202008,"86202008","NAD^+^ pyrophosphatase","Nicotinamide adenine dinucleotide ^+^ pyrophosphatase (substance)"
hc_base.subs_code_27332001,"27332001","NMN nucleosidase","Nicotinamide mononucleotide nucleosidase (substance)"
hc_base.subs_code_66734007,"66734007","Nicotinamide-nucleotide amidase","Nicotinamide-nucleotide amidase (substance)"
hc_base.subs_code_498001,"498001","Nitrilase","Nitrilase (substance)"
hc_base.subs_code_130580005,"130580005","Non-stereospecific dipeptidase","Non-stereospecific dipeptidase (substance)"
hc_base.subs_code_439376008,"439376008","Nuclease","Nuclease (substance)"
hc_base.subs_code_81989008,"81989008","Nucleoside phosphoacylhydrolase","Nucleoside phosphoacylhydrolase (substance)"
hc_base.subs_code_79943005,"79943005","Nucleoside-diphosphatase","Nucleoside-diphosphatase (substance)"
hc_base.subs_code_79293000,"79293000","Nucleoside-triphosphatase","Nucleoside-triphosphatase (substance)"
hc_base.subs_code_86701002,"86701002","Nucleoside-triphosphate pyrophosphatase","Nucleoside-triphosphate pyrophosphatase (substance)"
hc_base.subs_code_46743008,"46743008","Nucleotide pyrophosphatase","Nucleotide pyrophosphatase (substance)"
hc_base.subs_code_130735007,"130735007","O-sialoglycoprotein endopeptidase","O-sialoglycoprotein endopeptidase (substance)"
hc_base.subs_code_45087000,"45087000","Oleoyl-[acyl-carrier-protein] hydrolase","Oleoyl-[acyl-carrier-protein] hydrolase (substance)"
hc_base.subs_code_27631004,"27631004","Oligonucleotidase","Oligonucleotidase (substance)"
hc_base.subs_code_130748006,"130748006","Oligopeptidase A","Oligopeptidase A (substance)"
hc_base.subs_code_130640009,"130640009","Oligopeptidase B","Oligopeptidase B (substance)"
hc_base.subs_code_130801001,"130801001","Oligosaccharide-diphosphodolichol pyrophosphatase","Oligosaccharide-diphosphodolichol pyrophosphatase (substance)"
hc_base.subs_code_130544005,"130544005","Oligoxyloglucan beta-glycosidase","Oligoxyloglucan beta-glycosidase (substance)"
hc_base.subs_code_130644000,"130644000","Omptin","Omptin (substance)"
hc_base.subs_code_130729007,"130729007","Ophiolysin","Ophiolysin (substance)"
hc_base.subs_code_7945006,"7945006","Orsellinate-depside hydrolase","Orsellinate-depside hydrolase (substance)"
hc_base.subs_code_18916007,"18916007","Oxaloacetase","Oxaloacetase (substance)"
hc_base.subs_code_14583008,"14583008","Oxyuranus scutellotus prothrombin-activating proteinase","Oxyuranus scutellotus prothrombin-activating proteinase (substance)"
hc_base.subs_code_112041005,"112041005","Palmitoyl-CoA hydrolase","Palmitoyl-coenzyme A hydrolase (substance)"
hc_base.subs_code_130494008,"130494008","Palmitoyl-protein hydrolase","Palmitoyl-protein hydrolase (substance)"
hc_base.subs_code_130628009,"130628009","Pancreatic elastase II","Pancreatic elastase II (substance)"
hc_base.subs_code_130627004,"130627004","Pancreatic endopeptidase E","Pancreatic endopeptidase E (substance)"
hc_base.subs_code_1113008,"1113008","Pancreatic ribonuclease","Pancreatic ribonuclease (substance)"
hc_base.subs_code_72464002,"72464002","Pantothenase","Pantothenase (substance)"
hc_base.subs_code_13903005,"13903005","Pectinesterase","Pectinesterase (substance)"
hc_base.subs_code_86848007,"86848007","Penicillin amidase","Penicillin amidase (substance)"
hc_base.subs_code_360212004,"360212004","Penicillinase","Penicillinase (substance)"
hc_base.subs_code_13032005,"13032005","Pentanamidase","Pentanamidase (substance)"
hc_base.subs_code_48517003,"48517003","Pepsin A","Pepsin A (substance)"
hc_base.subs_code_130202003,"130202003","Peptide hydrolase","Peptide hydrolase (substance)"
hc_base.subs_code_14338008,"14338008","Peptidoglycan beta-N-acetylmuramidase","Peptidoglycan beta-N-acetylmuramidase (substance)"
hc_base.subs_code_130711002,"130711002","Peptidyl-Asp metalloendopeptidase","Peptidyl-Asp metalloendopeptidase (substance)"
hc_base.subs_code_130588003,"130588003","Peptidyl-dipeptidase B","Peptidyl-dipeptidase B (substance)"
hc_base.subs_code_130589006,"130589006","Peptidyl-dipeptidase Dcp","Peptidyl-dipeptidase Dcp (substance)"
hc_base.subs_code_44302008,"44302008","Peptidyl-glutaminase","Peptidyl-glutaminase (substance)"
hc_base.subs_code_9923001,"9923001","Phenylalanine 4-monooxygenase","Phenylalanine 4-monooxygenase (substance)"
hc_base.subs_code_62346007,"62346007","Phloretin hydrolase","Phloretin hydrolase (substance)"
hc_base.subs_code_22908006,"22908006","Phorbol-diester hydrolase","Phorbol-diester hydrolase (substance)"
hc_base.subs_code_58775006,"58775006","Phosphatidylinositol deacylase","Phosphatidylinositol deacylase (substance)"
hc_base.subs_code_130521007,"130521007","Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase","Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase (substance)"
hc_base.subs_code_130518005,"130518005","Phosphatidylinositol-3-phosphatase","Phosphatidylinositol-3-phosphatase (substance)"
